Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Percentage of total fleet,Percentage of total fleet Footnote,Number of ships,Number of ships Footnote
2014,0000,"Total all flags",584,"Marshall Islands",504.932,,0.0301,,31,
2014,0000,"Total all flags",585,"Palau",0,,0,,0,
2014,0000,"Total all flags",586,"Pakistan",676.433,,0.04033,,15,
2014,0000,"Total all flags",591,"Panama",3545.106,,0.21135,,125,
2014,0000,"Total all flags",598,"Papua New Guinea",126.524,,0.00754,,42,
2014,0000,"Total all flags",600,"Paraguay",38.159,,0.00227,,17,
2014,0000,"Total all flags",604,"Peru",513.096,,0.03059,,30,
2014,0000,"Total all flags",608,"Philippines",2176.58,,0.12976,,387,
2014,0000,"Total all flags",616,"Poland",3081.957,,0.18374,,140,
2014,0000,"Total all flags",620,"Portugal",946.105,,0.0564,,54,
2014,0000,"Total all flags",624,"Guinea-Bissau",0,,0,,0,
2014,0000,"Total all flags",626,"Timor-Leste",0.262,,2E-05,,1,
2014,0000,"Total all flags",634,"Qatar",5888.337,,0.35105,,113,
2014,0000,"Total all flags",638,"Réunion",0,,0,,0,
2014,0000,"Total all flags",642,"Romania",992.862,,0.05919,,91,
2014,0000,"Total all flags",643,"Russian Federation",18489.62,,1.10231,,1675,
2014,0000,"Total all flags",652,"Saint Barthélemy",0,,0,,0,
2014,0000,"Total all flags",654,"Saint Helena",0,,0,,0,
2014,0000,"Total all flags",659,"Saint Kitts and Nevis",27.554,,0.00164,,7,
2014,0000,"Total all flags",660,"Anguilla",2.15,,0.00013,,1,
2014,0000,"Total all flags",662,"Saint Lucia",1.821,,0.00011,,1,
2014,0000,"Total all flags",666,"Saint Pierre and Miquelon",0,,0,,0,
2014,0000,"Total all flags",670,"Saint Vincent and the Grenadines",152.318,,0.00908,,2,
2014,0000,"Total all flags",678,"Sao Tome and Principe",0,,0,,0,
2014,0000,"Total all flags",682,"Saudi Arabia",8205.879,,0.48922,,208,
2014,0000,"Total all flags",686,"Senegal",2.263,,0.00013,,2,
2014,0000,"Total all flags",690,"Seychelles",212.867,,0.01269,,10,
2014,0000,"Total all flags",694,"Sierra Leone",5.625,,0.00034,,2,
2014,0000,"Total all flags",702,"Singapore",81233.97,,4.84301,,2220,
2014,0000,"Total all flags",704,"Viet Nam",7708.376,,0.45956,,849,
2014,0000,"Total all flags",705,"Slovenia",680.689,,0.04058,,20,
2014,0000,"Total all flags",706,"Somalia",0,,0,,0,
2014,0000,"Total all flags",710,"South Africa",2236.659,,0.13335,,59,
2014,0000,"Total all flags",724,"Spain",2360.465,,0.14073,,219,
2014,0000,"Total all flags",729,"Sudan",34.414,,0.00205,,5,
2014,0000,"Total all flags",740,"Suriname",2.306,,0.00014,,2,
2014,0000,"Total all flags",752,"Sweden",6450.164,,0.38455,,325,
2014,0000,"Total all flags",756,"Switzerland",17907.95,,1.06764,,343,
2014,0000,"Total all flags",757,"Switzerland, Liechtenstein",17907.95,,1.06764,,343,
2014,0000,"Total all flags",760,"Syrian Arab Republic",876.174,,0.05224,,95,
2014,0000,"Total all flags",764,"Thailand",6240.986,,0.37208,,379,
2014,0000,"Total all flags",768,"Togo",0,,0,,0,
2014,0000,"Total all flags",772,"Tokelau",0,,0,,0,
2014,0000,"Total all flags",776,"Tonga",0.538,,3E-05,,1,
2014,0000,"Total all flags",780,"Trinidad and Tobago",8.128,,0.00048,,5,
2014,0000,"Total all flags",784,"United Arab Emirates",19843.06,,1.183,,745,
2014,0000,"Total all flags",788,"Tunisia",329.93,,0.01967,,13,
2014,0000,"Total all flags",792,"Turkey",28882.32,,1.72191,,1491,
2014,0000,"Total all flags",795,"Turkmenistan",73.701,,0.00439,,19,
2014,0000,"Total all flags",796,"Turks and Caicos Islands",0,,0,,0,
2014,0000,"Total all flags",798,"Tuvalu",0,,0,,0,
2014,0000,"Total all flags",804,"Ukraine",3966.387,,0.23647,,396,
2014,0000,"Total all flags",818,"Egypt",3544.757,,0.21133,,218,
2014,0000,"Total all flags",830,"Channel Islands",9.465,,0.00056,,2,
2014,0000,"Total all flags",834,"Tanzania, United Republic of",36.234,,0.00216,,11,
2014,0000,"Total all flags",841,"United States of America including Puerto Rico",55591.07,,3.31423,,1853,
2014,0000,"Total all flags",842,"United States of America",55594.65,,3.31444,,1855,
2014,0000,"Total all flags",850,"United States Virgin Islands",3.575,,0.00021,,2,
2014,0000,"Total all flags",858,"Uruguay",113.255,,0.00675,,23,
2014,0000,"Total all flags",862,"Venezuela (Bolivarian Rep. of)",2305.959,,0.13748,,74,
2014,0000,"Total all flags",876,"Wallis and Futuna Islands",0,,0,,0,
2014,0000,"Total all flags",882,"Samoa",20.177,,0.0012,,2,
2014,0000,"Total all flags",887,"Yemen",572.932,,0.03416,,20,
2014,0000,"Total all flags",926,"United Kingdom",46680.56,,2.783,,1213,
2014,044,"Bahamas",0000,"World",73026.929,,100,,1309,
2014,044,"Bahamas",0000u,"World n.e.s.",523.879,,0.71738,,7,
2014,044,"Bahamas",008,"Albania",0,,0,,0,
2014,044,"Bahamas",012,"Algeria",159.923,,0.21899,,3,
2014,044,"Bahamas",016,"American Samoa",0,,0,,0,
2014,044,"Bahamas",024,"Angola",3416.849,,4.67889,,22,
2014,044,"Bahamas",028,"Antigua and Barbuda",0,,0,,0,
2014,044,"Bahamas",031,"Azerbaijan",0,,0,,0,
2014,044,"Bahamas",032,"Argentina",0,,0,,0,
2014,044,"Bahamas",036,"Australia",79.112,,0.10833,,5,
2014,044,"Bahamas",040,"Austria",0,,0,,0,
2014,044,"Bahamas",044,"Bahamas",1105.636,,1.51401,,35,
2014,044,"Bahamas",048,"Bahrain",2.921,,0.004,,2,
2014,044,"Bahamas",050,"Bangladesh",0,,0,,0,
2014,044,"Bahamas",052,"Barbados",0,,0,,0,
2014,044,"Bahamas",056,"Belgium",167.19,,0.22894,,12,
2014,044,"Bahamas",060,"Bermuda",10268.84,,14.06172,,84,
2014,044,"Bahamas",068,"Bolivia (Plurinational State of)",0,,0,,0,
2014,044,"Bahamas",076,"Brazil",1264.139,,1.73106,,11,
2014,044,"Bahamas",084,"Belize",0,,0,,0,
2014,044,"Bahamas",090,"Solomon Islands",0,,0,,0,
2014,044,"Bahamas",092,"British Virgin Islands",0,,0,,0,
2014,044,"Bahamas",096,"Brunei Darussalam",0,,0,,0,
2014,044,"Bahamas",100,"Bulgaria",0,,0,,0,
2014,044,"Bahamas",104,"Myanmar",0,,0,,0,
2014,044,"Bahamas",1100,"Developed economies",57463.465,,78.68805,,1096,
2014,044,"Bahamas",1120,"Developed economies: America",16438.592,,22.51032,,233,
2014,044,"Bahamas",1130,"Developed economies: Asia",7056.811,,9.6633,,99,
2014,044,"Bahamas",1140,"Developed economies: Europe",33888.95,,46.4061,,759,
2014,044,"Bahamas",1150,"Developed economies: Oceania",79.112,,0.10833,,5,
2014,044,"Bahamas",116,"Cambodia",0,,0,,0,
2014,044,"Bahamas",120,"Cameroon",0,,0,,0,
2014,044,"Bahamas",1200,"Developing economies",15037.925,,20.5923,,205,
2014,044,"Bahamas",1210,"Developing economies: Africa",4114.275,,5.63391,,35,
2014,044,"Bahamas",1220,"Developing economies: America",2447.836,,3.35196,,54,
2014,044,"Bahamas",1230,"Developing economies: Asia",8451.682,,11.57338,,115,
2014,044,"Bahamas",124,"Canada",2779.883,,3.80665,,32,
2014,044,"Bahamas",1250,"Developing economies: Oceania",24.132,,0.03305,,1,
2014,044,"Bahamas",1300,"Transition economies",1.66,,0.00227,,1,
2014,044,"Bahamas",132,"Cabo Verde",0,,0,,0,
2014,044,"Bahamas",136,"Cayman Islands",0,,0,,0,
2014,044,"Bahamas",144,"Sri Lanka",0,,0,,0,
2014,044,"Bahamas",152,"Chile",0,,0,,0,
2014,044,"Bahamas",156,"China",96.455,,0.13208,,5,
2014,044,"Bahamas",158,"China, Taiwan Province of",0,,0,,0,
2014,044,"Bahamas",170,"Colombia",0,,0,,0,
2014,044,"Bahamas",174,"Comoros",0,,0,,0,
2014,044,"Bahamas",175,"Mayotte",0,,0,,0,
2014,044,"Bahamas",178,"Congo",107,,0.14652,,1,
2014,044,"Bahamas",180,"Congo, Dem. Rep. of the",0,,0,,0,
2014,044,"Bahamas",184,"Cook Islands",0,,0,,0,
2014,044,"Bahamas",188,"Costa Rica",77.001,,0.10544,,7,
2014,044,"Bahamas",191,"Croatia",159.217,,0.21803,,4,
2014,044,"Bahamas",192,"Cuba",0,,0,,0,
2014,044,"Bahamas",196,"Cyprus",681.5,,0.93322,,17,
2014,044,"Bahamas",204,"Benin",0,,0,,0,
2014,044,"Bahamas",208,"Denmark",832.637,,1.14018,,41,
2014,044,"Bahamas",2101,"Developed economies: Asia and Oceania",7135.923,,9.77163,,104,
2014,044,"Bahamas",2102,"Developing economies: Asia and Oceania",8475.814,,11.60642,,116,
2014,044,"Bahamas",2116,"Sub-Saharan Africa excluding South Africa",3603.991,,4.93515,,27,
2014,044,"Bahamas",2117,"Africa excluding South Africa",3769.217,,5.16141,,31,
2014,044,"Bahamas",212,"Dominica",0,,0,,0,
2014,044,"Bahamas",214,"Dominican Republic",0,,0,,0,
2014,044,"Bahamas",2160,"Developing economies excluding China",14941.47,,20.46022,,200,
2014,044,"Bahamas",2161,"Developing economies excluding LDCs",11621.076,,15.91341,,183,
2014,044,"Bahamas",218,"Ecuador",0,,0,,0,
2014,044,"Bahamas",2200,"M49 developing regions",15037.925,,20.5923,,205,
2014,044,"Bahamas",2205,"M49 developed regions",57465.125,,78.69032,,1097,
2014,044,"Bahamas",2210,"LDCs (Least developed countries)",3416.849,,4.67889,,22,
2014,044,"Bahamas",2211,"LDCs: Africa and Haiti",3416.849,,4.67889,,22,
2014,044,"Bahamas",2213,"LDCs: Asia",0,,0,,0,
2014,044,"Bahamas",2216,"LDCs: Islands",0,,0,,0,
2014,044,"Bahamas",222,"El Salvador",0,,0,,0,
2014,044,"Bahamas",2220,"LLDCs (Landlocked developing countries)",0,,0,,0,
2014,044,"Bahamas",2221,"LDCs: Africa",3416.849,,4.67889,,22,
2014,044,"Bahamas",2222,"LDCs: Islands and Haiti",0,,0,,0,
2014,044,"Bahamas",2230,"SIDS (Small island developing States) (UNCTAD)",1130.828,,1.54851,,37,
2014,044,"Bahamas",2231,"SIDS: Atlantic and Indian Ocean",0,,0,,0,
2014,044,"Bahamas",2232,"SIDS: Caribbean",1106.696,,1.51546,,36,
2014,044,"Bahamas",2233,"SIDS: Pacific",24.132,,0.03305,,1,
2014,044,"Bahamas",2250,"SIDS (Small island developing States) (UN-OHRLLS)",11989.799,,16.41833,,146,
2014,044,"Bahamas",226,"Equatorial Guinea",0,,0,,0,
2014,044,"Bahamas",231,"Ethiopia",0,,0,,0,
2014,044,"Bahamas",232,"Eritrea",0,,0,,0,
2014,044,"Bahamas",233,"Estonia",0,,0,,0,
2014,044,"Bahamas",234,"Faroe Islands",0,,0,,0,
2014,044,"Bahamas",2370,"Selected exporters of petroleum",8784.528,,12.02916,,48,
2014,044,"Bahamas",2371,"Selected exporters of manufactured goods",1572.985,,2.15398,,52,
2014,044,"Bahamas",2372,"Selected exporters of manufactured goods and primary commodities",766.294,,1.04933,,18,
2014,044,"Bahamas",2373,"Selected exporters of agricultural products",0,,0,,0,
2014,044,"Bahamas",2374,"Selected exporters of minerals and mining products",2.124,,0.00291,,1,
2014,044,"Bahamas",2376,"Selected LIFDC (Low-income food-deficit countries)",118.818,,0.1627,,4,
2014,044,"Bahamas",2378,"LIFDC (Low-income food-deficit countries) (FAO)",118.818,,0.1627,,4,
2014,044,"Bahamas",238,"Falkland Islands (Malvinas)",0,,0,,0,
2014,044,"Bahamas",2411,"Net food-importing economies",54953.693,,75.25127,,804,
2014,044,"Bahamas",2412,"Net food-exporting economies",17549.357,,24.03135,,498,
2014,044,"Bahamas",2413,"Net food-exporting developing economies",2369.339,,3.24447,,42,
2014,044,"Bahamas",2414,"Net food-exporting transition economies",0,,0,,0,
2014,044,"Bahamas",2415,"Net food-exporting developed economies",15180.018,,20.78688,,456,
2014,044,"Bahamas",2416,"Major net food-exporting economies",17517.798,,23.98813,,495,
2014,044,"Bahamas",242,"Fiji",0,,0,,0,
2014,044,"Bahamas",2420,"Net food-importing developing economies",12668.586,,17.34783,,163,
2014,044,"Bahamas",2421,"Net food-importing transition economies",1.66,,0.00227,,1,
2014,044,"Bahamas",2422,"Net food-importing developed economies",42283.447,,57.90117,,640,
2014,044,"Bahamas",2423,"Major net food-importing economies",27152.779,,37.18187,,456,
2014,044,"Bahamas",246,"Finland",722.834,,0.98982,,7,
2014,044,"Bahamas",250,"France, metropolitan",496.143,,0.6794,,10,
2014,044,"Bahamas",2508,"Industrialized economies (UNIDO)",42571.949,,58.29623,,912,
2014,044,"Bahamas",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",24970.992,,34.19422,,321,
2014,044,"Bahamas",251,"France",1244.083,,1.70359,,20,
2014,044,"Bahamas",2510,"Emerging markets",11515.893,,15.76938,,173,
2014,044,"Bahamas",2511,"Emerging markets: Africa",423.076,,0.57934,,7,
2014,044,"Bahamas",2512,"Emerging markets: America",1264.139,,1.73106,,11,
2014,044,"Bahamas",2513,"Emerging markets: Asia",8390.558,,11.48968,,113,
2014,044,"Bahamas",2514,"Emerging markets: Europe and Kazakhstan",1438.12,,1.9693,,42,
2014,044,"Bahamas",258,"French Polynesia",0,,0,,0,
2014,044,"Bahamas",2611,"HIPCs (Heavily indebted poor countries) (IMF)",107,,0.14652,,1,
2014,044,"Bahamas",262,"Djibouti",0,,0,,0,
2014,044,"Bahamas",2621,"High-income developing economies",11053.022,,15.13554,,166,
2014,044,"Bahamas",2622,"Middle-income developing economies",3984.903,,5.45676,,39,
2014,044,"Bahamas",2623,"Low-income developing economies",0,,0,,0,
2014,044,"Bahamas",2624,"Low-income economies (World Bank)",0,,0,,0,
2014,044,"Bahamas",2625,"Lower-middle-income economies (World Bank)",3737.6,,5.11811,,32,
2014,044,"Bahamas",2626,"Upper-middle-income economies (World Bank)",2552.768,,3.49565,,47,
2014,044,"Bahamas",2627,"High-income economies (World Bank)",66212.682,,90.66886,,1223,
2014,044,"Bahamas",2628,"High-income OECD members (World Bank)",46573.253,,63.77545,,993,
2014,044,"Bahamas",2629,"High-income non OECD members (World Bank)",19639.429,,26.89341,,230,
2014,044,"Bahamas",266,"Gabon",0,,0,,0,
2014,044,"Bahamas",268,"Georgia",0,,0,,0,
2014,044,"Bahamas",270,"Gambia",0,,0,,0,
2014,044,"Bahamas",2710,"BASIC",1824.47,,2.49835,,24,
2014,044,"Bahamas",2711,"BRICS",1826.13,,2.50063,,25,
2014,044,"Bahamas",276,"Germany",852.226,,1.167,,19,
2014,044,"Bahamas",288,"Ghana",0,,0,,0,
2014,044,"Bahamas",292,"Gibraltar",0,,0,,0,
2014,044,"Bahamas",296,"Kiribati",0,,0,,0,
2014,044,"Bahamas",300,"Greece",15474.74,,21.19046,,204,
2014,044,"Bahamas",304,"Greenland",0,,0,,0,
2014,044,"Bahamas",308,"Grenada",0,,0,,0,
2014,044,"Bahamas",3101,"AMU (Arab Maghreb Union)",165.226,,0.22625,,4,
2014,044,"Bahamas",3102,"COMESA (Common Market for Eastern and Southern Africa)",0,,0,,0,
2014,044,"Bahamas",3103,"ECCAS (Economic Community of Central African States)",3523.849,,4.82541,,23,
2014,044,"Bahamas",3104,"ECOWAS (Economic Community of West African States)",78.018,,0.10683,,3,
2014,044,"Bahamas",3105,"MRU (Mano River Union)",0,,0,,0,
2014,044,"Bahamas",3106,"SADC (Southern African Development Community)",3764.031,,5.15431,,27,
2014,044,"Bahamas",3107,"CEMAC (Economic and Monetary Community of Central Africa)",107,,0.14652,,1,
2014,044,"Bahamas",3108,"WAEMU (West African Economic and Monetary Union)",0,,0,,0,
2014,044,"Bahamas",3109,"CEPGL (Economic Community of the Great Lakes Countries)",0,,0,,0,
2014,044,"Bahamas",3110,"EAC (East African Community)",0,,0,,0,
2014,044,"Bahamas",3111,"SACU (Southern African Customs Union)",347.182,,0.47542,,5,
2014,044,"Bahamas",3112,"CEN-SAD (Community of Sahel-Saharan States)",83.321,,0.1141,,4,
2014,044,"Bahamas",3113,"IGAD (Intergovernmental Authority on Development)",0,,0,,0,
2014,044,"Bahamas",3114,"United Nations member States",62209.508,,85.18708,,1213,
2014,044,"Bahamas",312,"Guadeloupe",0,,0,,0,
2014,044,"Bahamas",316,"Guam",0,,0,,0,
2014,044,"Bahamas",320,"Guatemala",0,,0,,0,
2014,044,"Bahamas",3201,"CAN (Andean Community)",0,,0,,0,
2014,044,"Bahamas",3202,"CACM (Central American Common Market)",77.001,,0.10544,,7,
2014,044,"Bahamas",3203,"CARICOM (Caribbean Community)",1106.696,,1.51546,,36,
2014,044,"Bahamas",3204,"FTAA (Free Trade Area of the Americas)",8617.588,,11.80056,,203,
2014,044,"Bahamas",3205,"LAIA (Latin American Integration Association)",1264.139,,1.73106,,11,
2014,044,"Bahamas",3206,"NAFTA (North American Free Trade Agreement)",6169.752,,8.4486,,149,
2014,044,"Bahamas",3207,"OECS (Organisation of Eastern Caribbean States)",0,,0,,0,
2014,044,"Bahamas",3208,"MERCOSUR (Southern Common Market)",1264.139,,1.73106,,11,
2014,044,"Bahamas",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",0,,0,,0,
2014,044,"Bahamas",3210,"UNASUR (Union of South American Nations)",0,,0,,0,
2014,044,"Bahamas",3211,"ACS (Association of Caribbean States)",1183.697,,1.6209,,43,
2014,044,"Bahamas",324,"Guinea",0,,0,,0,
2014,044,"Bahamas",328,"Guyana",0,,0,,0,
2014,044,"Bahamas",3301,"ASEAN (Association of Southeast Asian Nations)",979.426,,1.34118,,29,
2014,044,"Bahamas",3302,"APTA (Asia-Pacific Trade Agreement)",434.618,,0.59515,,11,
2014,044,"Bahamas",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",6811.264,,9.32706,,61,
2014,044,"Bahamas",3304,"SAARC (South Asian Association for Regional Cooperation)",118.818,,0.1627,,4,
2014,044,"Bahamas",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",8352.037,,11.43693,,135,
2014,044,"Bahamas",3306,"ECO (Economic Cooperation Organization)",140.548,,0.19246,,7,
2014,044,"Bahamas",3307,"African Union",4114.275,,5.63391,,35,
2014,044,"Bahamas",3310,"ADB (African Development Bank), developing member countries",631.621,,0.86492,,16,
2014,044,"Bahamas",3311,"ADB: Group A",24.132,,0.03305,,1,
2014,044,"Bahamas",3312,"ADB: Group B",118.818,,0.1627,,4,
2014,044,"Bahamas",3313,"ADB: Group C",488.671,,0.66917,,11,
2014,044,"Bahamas",332,"Haiti",0,,0,,0,
2014,044,"Bahamas",3320,"ECA (Economic Commission for Africa)",4114.275,,5.63391,,35,
2014,044,"Bahamas",3321,"ECA: North Africa",165.226,,0.22625,,4,
2014,044,"Bahamas",3322,"ECA: East Africa",0,,0,,0,
2014,044,"Bahamas",3323,"ECA: Central Africa",107,,0.14652,,1,
2014,044,"Bahamas",3324,"ECA: Southern Africa",3764.031,,5.15431,,27,
2014,044,"Bahamas",3325,"ECA: West Africa",78.018,,0.10683,,3,
2014,044,"Bahamas",3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",2447.836,,3.35196,,54,
2014,044,"Bahamas",3331,"ECLAC: Caribbean",1106.696,,1.51546,,36,
2014,044,"Bahamas",3332,"ECLAC: Latin America",1341.14,,1.8365,,18,
2014,044,"Bahamas",3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",8741.009,,11.96957,,158,
2014,044,"Bahamas",3341,"ESCAP: Africa",4114.275,,5.63391,,35,
2014,044,"Bahamas",3342,"ESCAP: Latin America",2447.836,,3.35196,,54,
2014,044,"Bahamas",3343,"ESCAP: Europe",33888.95,,46.4061,,759,
2014,044,"Bahamas",3344,"ESCAP: East and North-East Asia (ENEA)",7397.313,,10.12957,,111,
2014,044,"Bahamas",3345,"ESCAP: North and Central Asia",1.66,,0.00227,,1,
2014,044,"Bahamas",3346,"ESCAP: South and South-West Asia",259.366,,0.35516,,11,
2014,044,"Bahamas",3347,"ESCAP: Pacific",103.244,,0.14138,,6,
2014,044,"Bahamas",3348,"ESCAP: Pacific island developing economies (PIDE)",7398.973,,10.13184,,112,
2014,044,"Bahamas",3349,"ESCAP: Other area",6872.388,,9.41076,,63,
2014,044,"Bahamas",3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",7398.973,,10.13184,,112,
2014,044,"Bahamas",3355,"UNECE (Economic Commission for Europe)",40200.91,,55.04943,,916,
2014,044,"Bahamas",3360,"UNECE: Eastern Europe, Caucasus and Central Asia",1.66,,0.00227,,1,
2014,044,"Bahamas",3361,"UNECE: West Balkans",159.217,,0.21803,,4,
