,Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Percentage of total fleet,Number of ships
370,2014,0,Total all flags,768,Togo,0.0,0.0,0
371,2014,0,Total all flags,772,Tokelau,0.0,0.0,0
372,2014,0,Total all flags,776,Tonga,0.538,3e-05,1
373,2014,0,Total all flags,780,Trinidad and Tobago,8.128,0.00048,5
374,2014,0,Total all flags,784,United Arab Emirates,19843.06,1.183,745
375,2014,0,Total all flags,788,Tunisia,329.93,0.01967,13
376,2014,0,Total all flags,792,Turkey,28882.32,1.72191,1491
377,2014,0,Total all flags,795,Turkmenistan,73.701,0.00439,19
378,2014,0,Total all flags,796,Turks and Caicos Islands,0.0,0.0,0
379,2014,0,Total all flags,798,Tuvalu,0.0,0.0,0
380,2014,0,Total all flags,804,Ukraine,3966.387,0.23647,396
381,2014,0,Total all flags,818,Egypt,3544.757,0.21133,218
382,2014,0,Total all flags,830,Channel Islands,9.465,0.00056,2
383,2014,0,Total all flags,834,"Tanzania, United Republic of",36.234,0.00216,11
384,2014,0,Total all flags,841,United States of America including Puerto Rico,55591.07,3.31423,1853
385,2014,0,Total all flags,842,United States of America,55594.65,3.31444,1855
386,2014,0,Total all flags,850,United States Virgin Islands,3.575,0.00021,2
387,2014,0,Total all flags,858,Uruguay,113.255,0.00675,23
388,2014,0,Total all flags,862,Venezuela (Bolivarian Rep. of),2305.959,0.13748,74
389,2014,0,Total all flags,876,Wallis and Futuna Islands,0.0,0.0,0
390,2014,0,Total all flags,882,Samoa,20.177,0.0012,2
391,2014,0,Total all flags,887,Yemen,572.932,0.03416,20
392,2014,0,Total all flags,926,United Kingdom,46680.56,2.783,1213
393,2014,44,Bahamas,0000,World,73026.929,100.0,1309
394,2014,44,Bahamas,0000u,World n.e.s.,523.879,0.71738,7
395,2014,44,Bahamas,008,Albania,0.0,0.0,0
396,2014,44,Bahamas,012,Algeria,159.923,0.21899,3
397,2014,44,Bahamas,016,American Samoa,0.0,0.0,0
398,2014,44,Bahamas,024,Angola,3416.849,4.67889,22
399,2014,44,Bahamas,028,Antigua and Barbuda,0.0,0.0,0
400,2014,44,Bahamas,031,Azerbaijan,0.0,0.0,0
401,2014,44,Bahamas,032,Argentina,0.0,0.0,0
402,2014,44,Bahamas,036,Australia,79.112,0.10833,5
403,2014,44,Bahamas,040,Austria,0.0,0.0,0
404,2014,44,Bahamas,044,Bahamas,1105.636,1.51401,35
405,2014,44,Bahamas,048,Bahrain,2.921,0.004,2
406,2014,44,Bahamas,050,Bangladesh,0.0,0.0,0
407,2014,44,Bahamas,052,Barbados,0.0,0.0,0
408,2014,44,Bahamas,056,Belgium,167.19,0.22894,12
409,2014,44,Bahamas,060,Bermuda,10268.84,14.06172,84
410,2014,44,Bahamas,068,Bolivia (Plurinational State of),0.0,0.0,0
411,2014,44,Bahamas,076,Brazil,1264.139,1.73106,11
412,2014,44,Bahamas,084,Belize,0.0,0.0,0
413,2014,44,Bahamas,090,Solomon Islands,0.0,0.0,0
414,2014,44,Bahamas,092,British Virgin Islands,0.0,0.0,0
415,2014,44,Bahamas,096,Brunei Darussalam,0.0,0.0,0
416,2014,44,Bahamas,100,Bulgaria,0.0,0.0,0
417,2014,44,Bahamas,104,Myanmar,0.0,0.0,0
418,2014,44,Bahamas,1100,Developed economies,57463.465,78.68805,1096
419,2014,44,Bahamas,1120,Developed economies: America,16438.592,22.51032,233
420,2014,44,Bahamas,1130,Developed economies: Asia,7056.811,9.6633,99
421,2014,44,Bahamas,1140,Developed economies: Europe,33888.95,46.4061,759
422,2014,44,Bahamas,1150,Developed economies: Oceania,79.112,0.10833,5
423,2014,44,Bahamas,116,Cambodia,0.0,0.0,0
424,2014,44,Bahamas,120,Cameroon,0.0,0.0,0
425,2014,44,Bahamas,1200,Developing economies,15037.925,20.5923,205
426,2014,44,Bahamas,1210,Developing economies: Africa,4114.275,5.63391,35
427,2014,44,Bahamas,1220,Developing economies: America,2447.836,3.35196,54
428,2014,44,Bahamas,1230,Developing economies: Asia,8451.682,11.57338,115
429,2014,44,Bahamas,124,Canada,2779.883,3.80665,32
430,2014,44,Bahamas,1250,Developing economies: Oceania,24.132,0.03305,1
431,2014,44,Bahamas,1300,Transition economies,1.66,0.00227,1
432,2014,44,Bahamas,132,Cabo Verde,0.0,0.0,0
433,2014,44,Bahamas,136,Cayman Islands,0.0,0.0,0
434,2014,44,Bahamas,144,Sri Lanka,0.0,0.0,0
435,2014,44,Bahamas,152,Chile,0.0,0.0,0
436,2014,44,Bahamas,156,China,96.455,0.13208,5
437,2014,44,Bahamas,158,"China, Taiwan Province of",0.0,0.0,0
438,2014,44,Bahamas,170,Colombia,0.0,0.0,0
439,2014,44,Bahamas,174,Comoros,0.0,0.0,0
440,2014,44,Bahamas,175,Mayotte,0.0,0.0,0
441,2014,44,Bahamas,178,Congo,107.0,0.14652,1
442,2014,44,Bahamas,180,"Congo, Dem. Rep. of the",0.0,0.0,0
443,2014,44,Bahamas,184,Cook Islands,0.0,0.0,0
444,2014,44,Bahamas,188,Costa Rica,77.001,0.10544,7
445,2014,44,Bahamas,191,Croatia,159.217,0.21803,4
446,2014,44,Bahamas,192,Cuba,0.0,0.0,0
447,2014,44,Bahamas,196,Cyprus,681.5,0.93322,17
448,2014,44,Bahamas,204,Benin,0.0,0.0,0
449,2014,44,Bahamas,208,Denmark,832.637,1.14018,41
450,2014,44,Bahamas,2101,Developed economies: Asia and Oceania,7135.923,9.77163,104
451,2014,44,Bahamas,2102,Developing economies: Asia and Oceania,8475.814,11.60642,116
452,2014,44,Bahamas,2116,Sub-Saharan Africa excluding South Africa,3603.991,4.93515,27
453,2014,44,Bahamas,2117,Africa excluding South Africa,3769.217,5.16141,31
454,2014,44,Bahamas,212,Dominica,0.0,0.0,0
455,2014,44,Bahamas,214,Dominican Republic,0.0,0.0,0
456,2014,44,Bahamas,2160,Developing economies excluding China,14941.47,20.46022,200
457,2014,44,Bahamas,2161,Developing economies excluding LDCs,11621.076,15.91341,183
458,2014,44,Bahamas,218,Ecuador,0.0,0.0,0
459,2014,44,Bahamas,2200,M49 developing regions,15037.925,20.5923,205
460,2014,44,Bahamas,2205,M49 developed regions,57465.125,78.69032,1097
461,2014,44,Bahamas,2210,LDCs (Least developed countries),3416.849,4.67889,22
462,2014,44,Bahamas,2211,LDCs: Africa and Haiti,3416.849,4.67889,22
463,2014,44,Bahamas,2213,LDCs: Asia,0.0,0.0,0
464,2014,44,Bahamas,2216,LDCs: Islands,0.0,0.0,0
465,2014,44,Bahamas,222,El Salvador,0.0,0.0,0
466,2014,44,Bahamas,2220,LLDCs (Landlocked developing countries),0.0,0.0,0
467,2014,44,Bahamas,2221,LDCs: Africa,3416.849,4.67889,22
468,2014,44,Bahamas,2222,LDCs: Islands and Haiti,0.0,0.0,0
469,2014,44,Bahamas,2230,SIDS (Small island developing States) (UNCTAD),1130.828,1.54851,37
470,2014,44,Bahamas,2231,SIDS: Atlantic and Indian Ocean,0.0,0.0,0
471,2014,44,Bahamas,2232,SIDS: Caribbean,1106.696,1.51546,36
472,2014,44,Bahamas,2233,SIDS: Pacific,24.132,0.03305,1
473,2014,44,Bahamas,2250,SIDS (Small island developing States) (UN-OHRLLS),11989.799,16.41833,146
474,2014,44,Bahamas,226,Equatorial Guinea,0.0,0.0,0
475,2014,44,Bahamas,231,Ethiopia,0.0,0.0,0
476,2014,44,Bahamas,232,Eritrea,0.0,0.0,0
477,2014,44,Bahamas,233,Estonia,0.0,0.0,0
478,2014,44,Bahamas,234,Faroe Islands,0.0,0.0,0
479,2014,44,Bahamas,2370,Selected exporters of petroleum,8784.528,12.02916,48
480,2014,44,Bahamas,2371,Selected exporters of manufactured goods,1572.985,2.15398,52
481,2014,44,Bahamas,2372,Selected exporters of manufactured goods and primary commodities,766.294,1.04933,18
482,2014,44,Bahamas,2373,Selected exporters of agricultural products,0.0,0.0,0
483,2014,44,Bahamas,2374,Selected exporters of minerals and mining products,2.124,0.00291,1
484,2014,44,Bahamas,2376,Selected LIFDC (Low-income food-deficit countries),118.818,0.1627,4
485,2014,44,Bahamas,2378,LIFDC (Low-income food-deficit countries) (FAO),118.818,0.1627,4
486,2014,44,Bahamas,238,Falkland Islands (Malvinas),0.0,0.0,0
487,2014,44,Bahamas,2411,Net food-importing economies,54953.693,75.25127,804
488,2014,44,Bahamas,2412,Net food-exporting economies,17549.357,24.03135,498
489,2014,44,Bahamas,2413,Net food-exporting developing economies,2369.339,3.24447,42
490,2014,44,Bahamas,2414,Net food-exporting transition economies,0.0,0.0,0
491,2014,44,Bahamas,2415,Net food-exporting developed economies,15180.018,20.78688,456
492,2014,44,Bahamas,2416,Major net food-exporting economies,17517.798,23.98813,495
493,2014,44,Bahamas,242,Fiji,0.0,0.0,0
494,2014,44,Bahamas,2420,Net food-importing developing economies,12668.586,17.34783,163
495,2014,44,Bahamas,2421,Net food-importing transition economies,1.66,0.00227,1
496,2014,44,Bahamas,2422,Net food-importing developed economies,42283.447,57.90117,640
497,2014,44,Bahamas,2423,Major net food-importing economies,27152.779,37.18187,456
498,2014,44,Bahamas,246,Finland,722.834,0.98982,7
499,2014,44,Bahamas,250,"France, metropolitan",496.143,0.6794,10
500,2014,44,Bahamas,2508,Industrialized economies (UNIDO),42571.949,58.29623,912
501,2014,44,Bahamas,2509,EIEs (Emerging Industrial Economies) (UNIDO),24970.992,34.19422,321
502,2014,44,Bahamas,251,France,1244.083,1.70359,20
503,2014,44,Bahamas,2510,Emerging markets,11515.893,15.76938,173
504,2014,44,Bahamas,2511,Emerging markets: Africa,423.076,0.57934,7
505,2014,44,Bahamas,2512,Emerging markets: America,1264.139,1.73106,11
506,2014,44,Bahamas,2513,Emerging markets: Asia,8390.558,11.48968,113
507,2014,44,Bahamas,2514,Emerging markets: Europe and Kazakhstan,1438.12,1.9693,42
508,2014,44,Bahamas,258,French Polynesia,0.0,0.0,0
509,2014,44,Bahamas,2611,HIPCs (Heavily indebted poor countries) (IMF),107.0,0.14652,1
510,2014,44,Bahamas,262,Djibouti,0.0,0.0,0
511,2014,44,Bahamas,2621,High-income developing economies,11053.022,15.13554,166
512,2014,44,Bahamas,2622,Middle-income developing economies,3984.903,5.45676,39
513,2014,44,Bahamas,2623,Low-income developing economies,0.0,0.0,0
514,2014,44,Bahamas,2624,Low-income economies (World Bank),0.0,0.0,0
515,2014,44,Bahamas,2625,Lower-middle-income economies (World Bank),3737.6,5.11811,32
516,2014,44,Bahamas,2626,Upper-middle-income economies (World Bank),2552.768,3.49565,47
517,2014,44,Bahamas,2627,High-income economies (World Bank),66212.682,90.66886,1223
518,2014,44,Bahamas,2628,High-income OECD members (World Bank),46573.253,63.77545,993
519,2014,44,Bahamas,2629,High-income non OECD members (World Bank),19639.429,26.89341,230
520,2014,44,Bahamas,266,Gabon,0.0,0.0,0
521,2014,44,Bahamas,268,Georgia,0.0,0.0,0
522,2014,44,Bahamas,270,Gambia,0.0,0.0,0
523,2014,44,Bahamas,2710,BASIC,1824.47,2.49835,24
524,2014,44,Bahamas,2711,BRICS,1826.13,2.50063,25
525,2014,44,Bahamas,276,Germany,852.226,1.167,19
526,2014,44,Bahamas,288,Ghana,0.0,0.0,0
527,2014,44,Bahamas,292,Gibraltar,0.0,0.0,0
528,2014,44,Bahamas,296,Kiribati,0.0,0.0,0
529,2014,44,Bahamas,300,Greece,15474.74,21.19046,204
530,2014,44,Bahamas,304,Greenland,0.0,0.0,0
531,2014,44,Bahamas,308,Grenada,0.0,0.0,0
532,2014,44,Bahamas,3101,AMU (Arab Maghreb Union),165.226,0.22625,4
533,2014,44,Bahamas,3102,COMESA (Common Market for Eastern and Southern Africa),0.0,0.0,0
534,2014,44,Bahamas,3103,ECCAS (Economic Community of Central African States),3523.849,4.82541,23
535,2014,44,Bahamas,3104,ECOWAS (Economic Community of West African States),78.018,0.10683,3
536,2014,44,Bahamas,3105,MRU (Mano River Union),0.0,0.0,0
537,2014,44,Bahamas,3106,SADC (Southern African Development Community),3764.031,5.15431,27
538,2014,44,Bahamas,3107,CEMAC (Economic and Monetary Community of Central Africa),107.0,0.14652,1
539,2014,44,Bahamas,3108,WAEMU (West African Economic and Monetary Union),0.0,0.0,0
540,2014,44,Bahamas,3109,CEPGL (Economic Community of the Great Lakes Countries),0.0,0.0,0
541,2014,44,Bahamas,3110,EAC (East African Community),0.0,0.0,0
542,2014,44,Bahamas,3111,SACU (Southern African Customs Union),347.182,0.47542,5
543,2014,44,Bahamas,3112,CEN-SAD (Community of Sahel-Saharan States),83.321,0.1141,4
544,2014,44,Bahamas,3113,IGAD (Intergovernmental Authority on Development),0.0,0.0,0
545,2014,44,Bahamas,3114,United Nations member States,62209.508,85.18708,1213
546,2014,44,Bahamas,312,Guadeloupe,0.0,0.0,0
547,2014,44,Bahamas,316,Guam,0.0,0.0,0
548,2014,44,Bahamas,320,Guatemala,0.0,0.0,0
549,2014,44,Bahamas,3201,CAN (Andean Community),0.0,0.0,0
550,2014,44,Bahamas,3202,CACM (Central American Common Market),77.001,0.10544,7
551,2014,44,Bahamas,3203,CARICOM (Caribbean Community),1106.696,1.51546,36
552,2014,44,Bahamas,3204,FTAA (Free Trade Area of the Americas),8617.588,11.80056,203
553,2014,44,Bahamas,3205,LAIA (Latin American Integration Association),1264.139,1.73106,11
554,2014,44,Bahamas,3206,NAFTA (North American Free Trade Agreement),6169.752,8.4486,149
555,2014,44,Bahamas,3207,OECS (Organisation of Eastern Caribbean States),0.0,0.0,0
556,2014,44,Bahamas,3208,MERCOSUR (Southern Common Market),1264.139,1.73106,11
557,2014,44,Bahamas,3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),0.0,0.0,0
558,2014,44,Bahamas,3210,UNASUR (Union of South American Nations),0.0,0.0,0
559,2014,44,Bahamas,3211,ACS (Association of Caribbean States),1183.697,1.6209,43
560,2014,44,Bahamas,324,Guinea,0.0,0.0,0
561,2014,44,Bahamas,328,Guyana,0.0,0.0,0
562,2014,44,Bahamas,3301,ASEAN (Association of Southeast Asian Nations),979.426,1.34118,29
563,2014,44,Bahamas,3302,APTA (Asia-Pacific Trade Agreement),434.618,0.59515,11
564,2014,44,Bahamas,3303,GCC (The Cooperation Council for the Arab States of the Gulf),6811.264,9.32706,61
565,2014,44,Bahamas,3304,SAARC (South Asian Association for Regional Cooperation),118.818,0.1627,4
566,2014,44,Bahamas,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",8352.037,11.43693,135
567,2014,44,Bahamas,3306,ECO (Economic Cooperation Organization),140.548,0.19246,7
568,2014,44,Bahamas,3307,African Union,4114.275,5.63391,35
569,2014,44,Bahamas,3310,"ADB (African Development Bank), developing member countries",631.621,0.86492,16
570,2014,44,Bahamas,3311,ADB: Group A,24.132,0.03305,1
571,2014,44,Bahamas,3312,ADB: Group B,118.818,0.1627,4
572,2014,44,Bahamas,3313,ADB: Group C,488.671,0.66917,11
573,2014,44,Bahamas,332,Haiti,0.0,0.0,0
574,2014,44,Bahamas,3320,ECA (Economic Commission for Africa),4114.275,5.63391,35
575,2014,44,Bahamas,3321,ECA: North Africa,165.226,0.22625,4
576,2014,44,Bahamas,3322,ECA: East Africa,0.0,0.0,0
577,2014,44,Bahamas,3323,ECA: Central Africa,107.0,0.14652,1
578,2014,44,Bahamas,3324,ECA: Southern Africa,3764.031,5.15431,27
579,2014,44,Bahamas,3325,ECA: West Africa,78.018,0.10683,3
580,2014,44,Bahamas,3330,ECLAC (Economic Commission for Latin America and the Caribbean),2447.836,3.35196,54
581,2014,44,Bahamas,3331,ECLAC: Caribbean,1106.696,1.51546,36
582,2014,44,Bahamas,3332,ECLAC: Latin America,1341.14,1.8365,18
583,2014,44,Bahamas,3340,ESCAP (Economic and Social Commission for Asia and the Pacific),8741.009,11.96957,158
584,2014,44,Bahamas,3341,ESCAP: Africa,4114.275,5.63391,35
585,2014,44,Bahamas,3342,ESCAP: Latin America,2447.836,3.35196,54
586,2014,44,Bahamas,3343,ESCAP: Europe,33888.95,46.4061,759
587,2014,44,Bahamas,3344,ESCAP: East and North-East Asia (ENEA),7397.313,10.12957,111
588,2014,44,Bahamas,3345,ESCAP: North and Central Asia,1.66,0.00227,1
589,2014,44,Bahamas,3346,ESCAP: South and South-West Asia,259.366,0.35516,11
590,2014,44,Bahamas,3347,ESCAP: Pacific,103.244,0.14138,6
591,2014,44,Bahamas,3348,ESCAP: Pacific island developing economies (PIDE),7398.973,10.13184,112
592,2014,44,Bahamas,3349,ESCAP: Other area,6872.388,9.41076,63
593,2014,44,Bahamas,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",7398.973,10.13184,112
594,2014,44,Bahamas,3355,UNECE (Economic Commission for Europe),40200.91,55.04943,916
595,2014,44,Bahamas,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",1.66,0.00227,1
596,2014,44,Bahamas,3361,UNECE: West Balkans,159.217,0.21803,4
597,2014,44,Bahamas,3370,ESCWA (Economic and Social Commission for Western Asia),6877.691,9.41802,64
598,2014,44,Bahamas,3371,ESCWA: Arab countries,7037.614,9.63701,67
599,2014,44,Bahamas,340,Honduras,0.0,0.0,0
600,2014,44,Bahamas,3401,EFTA (European Free Trade Association),3963.166,5.42699,185
601,2014,44,Bahamas,3402,EU25 (European Union 2004 … 2007),29766.567,40.76108,570
602,2014,44,Bahamas,3404,EU15 (European Union 1995 … 2004),27807.824,38.07886,516
603,2014,44,Bahamas,3406,Euro area,22831.488,31.26448,321
604,2014,44,Bahamas,3408,EU27 (European Union 2007 … 2013),29766.567,40.76108,570
605,2014,44,Bahamas,3410,EU28 (European Union 2013 … 2020),29925.784,40.97911,574
606,2014,44,Bahamas,3411,CEFTA (Central European Free Trade Agreement),0.0,0.0,0
607,2014,44,Bahamas,3412,European Union (2020 …),25588.205,35.03941,413
608,2014,44,Bahamas,344,"China, Hong Kong SAR",24.702,0.03383,5
609,2014,44,Bahamas,3501,MSG (Melanesian Spearhead Group),0.0,0.0,0
610,2014,44,Bahamas,352,Iceland,0.0,0.0,0
611,2014,44,Bahamas,356,India,118.818,0.1627,4
612,2014,44,Bahamas,360,Indonesia,11.612,0.0159,1
613,2014,44,Bahamas,3601,Northern America and Europe,50329.202,68.91869,993
614,2014,44,Bahamas,3602,Central and Southern Asia,118.818,0.1627,4
615,2014,44,Bahamas,3603,Eastern and South-Eastern Asia,8376.739,11.47075,140
616,2014,44,Bahamas,3604,Western Asia and Northern Africa,7178.162,9.82947,74
617,2014,44,Bahamas,364,Iran (Islamic Republic of),0.0,0.0,0
618,2014,44,Bahamas,368,Iraq,0.0,0.0,0
619,2014,44,Bahamas,372,Ireland,4.606,0.00631,1
620,2014,44,Bahamas,376,Israel,0.0,0.0,0
621,2014,44,Bahamas,380,Italy,916.625,1.25519,12
622,2014,44,Bahamas,384,Côte d'Ivoire,0.0,0.0,0
623,2014,44,Bahamas,388,Jamaica,0.0,0.0,0
624,2014,44,Bahamas,3901,APEC (Asia-Pacific Economic Cooperation),14627.263,20.02996,295
625,2014,44,Bahamas,3903,CIS (Commonwealth of Independent States),1.66,0.00227,1
626,2014,44,Bahamas,3905,OECD (Organisation for Economic Cooperation and Development),46713.801,63.96791,1000
627,2014,44,Bahamas,3906,OPEC (Organization of the Petroleum Exporting Countries),10487.825,14.36159,87
628,2014,44,Bahamas,3907,"ACP (African, Caribbean and Pacific Group of States)",5079.877,6.95617,68
629,2014,44,Bahamas,3908,LAS (League of Arab States),7037.614,9.63701,67
630,2014,44,Bahamas,3909,OIC (Organisation of Islamic Cooperation),7343.753,10.05623,80
631,2014,44,Bahamas,3910,OAS (Organization of American States),8617.588,11.80056,203
632,2014,44,Bahamas,3912,G7 (Group of Seven),20577.076,28.17738,460
633,2014,44,Bahamas,3913,G8 (Group of Eight),20578.736,28.17965,461
634,2014,44,Bahamas,3916,G20 (Group of Twenty),50366.804,68.97018,878
635,2014,44,Bahamas,3919,G-77 (Group of 77),14653.33,20.06565,191
636,2014,44,Bahamas,392,Japan,7056.811,9.6633,99
637,2014,44,Bahamas,3921,GSTP (Global System of Trade Preferences among Developing Countries),2826.032,3.86985,54
